Transcript_ID	Length	Longest_ORF	Coding_Score	Classification
Cp_V2_contig_33748	739	63	0.085	lncRNA
Cp_V2_contig_33749	469	87	0.186	lncRNA
Cp_V2_contig_33750	588	132	0.224	lncRNA
Cp_V2_contig_33751	422	138	0.327	lncRNA
Cp_V2_contig_33752	677	312	0.461	lncRNA
Cp_V2_contig_33753	322	144	0.447	lncRNA
Cp_V2_contig_33754	426	129	0.303	lncRNA
Cp_V2_contig_33755	1051	132	0.126	lncRNA
Cp_V2_contig_33756	889	657	0.739	coding
Cp_V2_contig_33757	832	69	0.083	lncRNA
Cp_V2_contig_33758	525	351	0.669	coding
Cp_V2_contig_33759	454	177	0.390	lncRNA
Cp_V2_contig_33760	1039	1005	0.967	coding
Cp_V2_contig_33761	604	213	0.353	lncRNA
Cp_V2_contig_33762	583	57	0.098	lncRNA
Cp_V2_contig_33763	421	99	0.235	lncRNA
Cp_V2_contig_33764	360	90	0.250	lncRNA
Cp_V2_contig_33765	525	66	0.126	lncRNA
Cp_V2_contig_33766	342	72	0.211	lncRNA
Cp_V2_contig_33767	352	195	0.554	coding
Cp_V2_contig_33768	353	108	0.306	lncRNA
Cp_V2_contig_33769	360	6	0.017	lncRNA
Cp_V2_contig_33770	419	111	0.265	lncRNA
Cp_V2_contig_33771	301	9	0.030	lncRNA
Cp_V2_contig_33772	807	309	0.383	lncRNA
Cp_V2_contig_33773	569	336	0.591	coding
Cp_V2_contig_33774	574	135	0.235	lncRNA
Cp_V2_contig_33775	507	54	0.107	lncRNA
Cp_V2_contig_33776	369	126	0.341	lncRNA
Cp_V2_contig_33777	1496	159	0.106	lncRNA
Cp_V2_contig_33778	3508	1572	0.448	lncRNA
Cp_V2_contig_33779	957	588	0.614	coding
Cp_V2_contig_33780	435	66	0.152	lncRNA
Cp_V2_contig_33781	1025	132	0.129	lncRNA
Cp_V2_contig_33782	694	195	0.281	lncRNA
Cp_V2_contig_33783	534	99	0.185	lncRNA
Cp_V2_contig_33784	494	153	0.310	lncRNA
Cp_V2_contig_33785	397	123	0.310	lncRNA
Cp_V2_contig_33786	380	27	0.071	lncRNA
Cp_V2_contig_33787	436	120	0.275	lncRNA
Cp_V2_contig_33788	631	108	0.171	lncRNA
Cp_V2_contig_33789	782	186	0.238	lncRNA
Cp_V2_contig_33790	1030	744	0.722	coding
Cp_V2_contig_33791	801	0	0.000	lncRNA
Cp_V2_contig_33792	320	9	0.028	lncRNA
Cp_V2_contig_33793	1270	285	0.224	lncRNA
Cp_V2_contig_33794	678	99	0.146	lncRNA
Cp_V2_contig_33795	328	132	0.402	lncRNA
Cp_V2_contig_33796	1234	96	0.078	lncRNA
Cp_V2_contig_33797	372	75	0.202	lncRNA
Cp_V2_contig_33798	925	75	0.081	lncRNA
Cp_V2_contig_33799	406	24	0.059	lncRNA
Cp_V2_contig_33800	435	174	0.400	lncRNA
Cp_V2_contig_33801	1058	1026	0.970	coding
Cp_V2_contig_33802	351	54	0.154	lncRNA
Cp_V2_contig_33803	752	135	0.180	lncRNA
Cp_V2_contig_33804	486	45	0.093	lncRNA
Cp_V2_contig_33805	686	120	0.175	lncRNA
Cp_V2_contig_33806	415	30	0.072	lncRNA
Cp_V2_contig_33807	310	36	0.116	lncRNA
Cp_V2_contig_33808	639	213	0.333	lncRNA
Cp_V2_contig_33809	527	138	0.262	lncRNA
Cp_V2_contig_33810	711	216	0.304	lncRNA
Cp_V2_contig_33811	534	90	0.169	lncRNA
Cp_V2_contig_33812	332	42	0.127	lncRNA
Cp_V2_contig_33813	465	39	0.084	lncRNA
Cp_V2_contig_33814	721	183	0.254	lncRNA
Cp_V2_contig_33815	1712	1536	0.897	coding
Cp_V2_contig_33816	715	93	0.130	lncRNA
Cp_V2_contig_33817	345	39	0.113	lncRNA
Cp_V2_contig_33818	451	9	0.020	lncRNA
Cp_V2_contig_33819	350	0	0.000	lncRNA
Cp_V2_contig_33820	456	153	0.336	lncRNA
Cp_V2_contig_33821	463	141	0.305	lncRNA
Cp_V2_contig_33822	449	24	0.053	lncRNA
Cp_V2_contig_33823	618	261	0.422	lncRNA
Cp_V2_contig_33824	899	174	0.194	lncRNA
Cp_V2_contig_33825	1217	57	0.047	lncRNA
Cp_V2_contig_33826	2446	2076	0.849	coding
Cp_V2_contig_33827	581	276	0.475	lncRNA
Cp_V2_contig_33828	393	147	0.374	lncRNA
Cp_V2_contig_33829	927	54	0.058	lncRNA
Cp_V2_contig_33830	520	120	0.231	lncRNA
Cp_V2_contig_33831	476	48	0.101	lncRNA
Cp_V2_contig_33832	349	48	0.138	lncRNA
Cp_V2_contig_33833	907	96	0.106	lncRNA
Cp_V2_contig_33834	564	174	0.309	lncRNA
Cp_V2_contig_33835	409	156	0.381	lncRNA
Cp_V2_contig_33836	330	81	0.245	lncRNA
Cp_V2_contig_33837	431	297	0.689	coding
Cp_V2_contig_33838	382	117	0.306	lncRNA
Cp_V2_contig_33839	522	63	0.121	lncRNA
Cp_V2_contig_33840	851	150	0.176	lncRNA
Cp_V2_contig_33841	344	63	0.183	lncRNA
Cp_V2_contig_33842	368	90	0.245	lncRNA
Cp_V2_contig_33843	770	207	0.269	lncRNA
Cp_V2_contig_33844	1546	228	0.147	lncRNA
Cp_V2_contig_33845	414	24	0.058	lncRNA
Cp_V2_contig_33846	2999	2880	0.960	coding
Cp_V2_contig_33847	847	75	0.089	lncRNA
Cp_V2_contig_33848	480	126	0.263	lncRNA
Cp_V2_contig_33849	376	288	0.766	coding
Cp_V2_contig_33850	357	117	0.328	lncRNA
Cp_V2_contig_33851	391	132	0.338	lncRNA
Cp_V2_contig_33852	897	105	0.117	lncRNA
Cp_V2_contig_33853	901	123	0.137	lncRNA
Cp_V2_contig_33854	424	33	0.078	lncRNA
Cp_V2_contig_33855	445	33	0.074	lncRNA
Cp_V2_contig_33856	587	75	0.128	lncRNA
Cp_V2_contig_33857	359	171	0.476	lncRNA
Cp_V2_contig_33858	822	105	0.128	lncRNA
Cp_V2_contig_33859	471	96	0.204	lncRNA
Cp_V2_contig_33860	301	0	0.000	lncRNA
Cp_V2_contig_33861	325	231	0.711	coding
Cp_V2_contig_33862	986	135	0.137	lncRNA
Cp_V2_contig_33863	546	228	0.418	lncRNA
Cp_V2_contig_33864	421	15	0.036	lncRNA
Cp_V2_contig_33865	1175	168	0.143	lncRNA
Cp_V2_contig_33866	492	237	0.482	lncRNA
Cp_V2_contig_33867	533	117	0.220	lncRNA
Cp_V2_contig_33868	466	138	0.296	lncRNA
Cp_V2_contig_33869	486	132	0.272	lncRNA
Cp_V2_contig_33870	618	252	0.408	lncRNA
Cp_V2_contig_33871	548	213	0.389	lncRNA
Cp_V2_contig_33872	324	45	0.139	lncRNA
Cp_V2_contig_33873	428	0	0.000	lncRNA
Cp_V2_contig_33874	380	132	0.347	lncRNA
Cp_V2_contig_33875	704	585	0.831	coding
Cp_V2_contig_33876	1315	135	0.103	lncRNA
Cp_V2_contig_33877	391	54	0.138	lncRNA
Cp_V2_contig_33878	630	33	0.052	lncRNA
Cp_V2_contig_33879	347	78	0.225	lncRNA
Cp_V2_contig_33880	663	240	0.362	lncRNA
Cp_V2_contig_33881	777	69	0.089	lncRNA
Cp_V2_contig_33882	1272	306	0.241	lncRNA
Cp_V2_contig_33883	520	279	0.537	coding
Cp_V2_contig_33884	366	345	0.943	coding
Cp_V2_contig_33885	612	39	0.064	lncRNA
Cp_V2_contig_33886	777	78	0.100	lncRNA
Cp_V2_contig_33887	462	51	0.110	lncRNA
Cp_V2_contig_33888	378	33	0.087	lncRNA
Cp_V2_contig_33889	380	186	0.489	lncRNA
Cp_V2_contig_33890	371	147	0.396	lncRNA
Cp_V2_contig_33891	480	201	0.419	lncRNA
Cp_V2_contig_33892	417	156	0.374	lncRNA
Cp_V2_contig_33893	343	78	0.227	lncRNA
Cp_V2_contig_33894	399	84	0.211	lncRNA
Cp_V2_contig_33895	309	42	0.136	lncRNA
Cp_V2_contig_33896	570	108	0.189	lncRNA
Cp_V2_contig_33897	379	15	0.040	lncRNA
Cp_V2_contig_33898	380	255	0.671	coding
Cp_V2_contig_33899	399	78	0.195	lncRNA
Cp_V2_contig_33900	441	120	0.272	lncRNA
Cp_V2_contig_33901	609	186	0.305	lncRNA
Cp_V2_contig_33902	303	84	0.277	lncRNA
Cp_V2_contig_33903	586	183	0.312	lncRNA
Cp_V2_contig_33904	381	81	0.213	lncRNA
Cp_V2_contig_33905	1353	288	0.213	lncRNA
Cp_V2_contig_33906	917	63	0.069	lncRNA
Cp_V2_contig_33907	386	162	0.420	lncRNA
Cp_V2_contig_33908	421	162	0.385	lncRNA
Cp_V2_contig_33909	335	84	0.251	lncRNA
Cp_V2_contig_33910	728	99	0.136	lncRNA
Cp_V2_contig_33911	602	114	0.189	lncRNA
Cp_V2_contig_33912	418	189	0.452	lncRNA
Cp_V2_contig_33913	341	111	0.326	lncRNA
Cp_V2_contig_33914	487	42	0.086	lncRNA
Cp_V2_contig_33915	2449	450	0.184	lncRNA
Cp_V2_contig_33916	785	36	0.046	lncRNA
Cp_V2_contig_33917	358	84	0.235	lncRNA
Cp_V2_contig_33918	1531	81	0.053	lncRNA
Cp_V2_contig_33919	1258	666	0.529	coding
Cp_V2_contig_33920	396	30	0.076	lncRNA
Cp_V2_contig_33921	408	0	0.000	lncRNA
Cp_V2_contig_33922	1050	228	0.217	lncRNA
Cp_V2_contig_33923	340	60	0.176	lncRNA
Cp_V2_contig_33924	404	54	0.134	lncRNA
Cp_V2_contig_33925	338	186	0.550	coding
Cp_V2_contig_33926	620	309	0.498	lncRNA
Cp_V2_contig_33927	305	57	0.187	lncRNA
Cp_V2_contig_33928	325	117	0.360	lncRNA
Cp_V2_contig_33929	466	243	0.521	coding
Cp_V2_contig_33930	578	201	0.348	lncRNA
Cp_V2_contig_33931	486	81	0.167	lncRNA
Cp_V2_contig_33932	550	156	0.284	lncRNA
Cp_V2_contig_33933	338	51	0.151	lncRNA
Cp_V2_contig_33934	382	33	0.086	lncRNA
Cp_V2_contig_33935	394	39	0.099	lncRNA
Cp_V2_contig_33936	516	39	0.076	lncRNA
Cp_V2_contig_33937	781	162	0.207	lncRNA
Cp_V2_contig_33938	645	456	0.707	coding
Cp_V2_contig_33939	375	0	0.000	lncRNA
Cp_V2_contig_33940	484	114	0.236	lncRNA
Cp_V2_contig_33941	406	30	0.074	lncRNA
Cp_V2_contig_33942	702	84	0.120	lncRNA
Cp_V2_contig_33943	320	135	0.422	lncRNA
Cp_V2_contig_33944	307	99	0.322	lncRNA
Cp_V2_contig_33945	379	168	0.443	lncRNA
Cp_V2_contig_33946	2142	168	0.078	lncRNA
Cp_V2_contig_33947	1518	144	0.095	lncRNA
Cp_V2_contig_33948	474	228	0.481	lncRNA
Cp_V2_contig_33949	343	219	0.638	coding
Cp_V2_contig_33950	1499	885	0.590	coding
Cp_V2_contig_33951	308	15	0.049	lncRNA
Cp_V2_contig_33952	1007	171	0.170	lncRNA
Cp_V2_contig_33953	425	87	0.205	lncRNA
Cp_V2_contig_33954	400	72	0.180	lncRNA
Cp_V2_contig_33955	602	144	0.239	lncRNA
Cp_V2_contig_33956	417	63	0.151	lncRNA
Cp_V2_contig_33957	549	12	0.022	lncRNA
Cp_V2_contig_33958	691	39	0.056	lncRNA
Cp_V2_contig_33959	334	204	0.611	coding
Cp_V2_contig_33960	334	48	0.144	lncRNA
Cp_V2_contig_33961	1463	252	0.172	lncRNA
Cp_V2_contig_33962	1043	213	0.204	lncRNA
Cp_V2_contig_33963	678	276	0.407	lncRNA
Cp_V2_contig_33964	311	150	0.482	lncRNA
Cp_V2_contig_33965	414	276	0.667	coding
Cp_V2_contig_33966	1144	183	0.160	lncRNA
Cp_V2_contig_33967	413	51	0.123	lncRNA
Cp_V2_contig_33968	2002	135	0.067	lncRNA
Cp_V2_contig_33969	746	204	0.273	lncRNA
Cp_V2_contig_33970	919	84	0.091	lncRNA
Cp_V2_contig_33971	635	504	0.794	coding
Cp_V2_contig_33972	733	120	0.164	lncRNA
Cp_V2_contig_33973	404	54	0.134	lncRNA
Cp_V2_contig_33974	550	57	0.104	lncRNA
Cp_V2_contig_33975	682	333	0.488	lncRNA
Cp_V2_contig_33976	353	24	0.068	lncRNA
Cp_V2_contig_33977	583	522	0.895	coding
Cp_V2_contig_33978	505	141	0.279	lncRNA
Cp_V2_contig_33979	881	645	0.732	coding
Cp_V2_contig_33980	325	45	0.138	lncRNA
Cp_V2_contig_33981	626	486	0.776	coding
Cp_V2_contig_33982	509	228	0.448	lncRNA
Cp_V2_contig_33983	438	123	0.281	lncRNA
Cp_V2_contig_33984	623	159	0.255	lncRNA
Cp_V2_contig_33985	511	168	0.329	lncRNA
Cp_V2_contig_33986	371	93	0.251	lncRNA
Cp_V2_contig_33987	314	129	0.411	lncRNA
Cp_V2_contig_33988	355	0	0.000	lncRNA
Cp_V2_contig_33989	468	117	0.250	lncRNA
Cp_V2_contig_33990	1957	450	0.230	lncRNA
Cp_V2_contig_33991	771	222	0.288	lncRNA
Cp_V2_contig_33992	476	120	0.252	lncRNA
Cp_V2_contig_33993	713	210	0.295	lncRNA
Cp_V2_contig_33994	388	126	0.325	lncRNA
Cp_V2_contig_33995	913	123	0.135	lncRNA
Cp_V2_contig_33996	365	279	0.764	coding
Cp_V2_contig_33997	326	150	0.460	lncRNA
Cp_V2_contig_33998	298	219	0.735	coding
Cp_V2_contig_33999	360	15	0.042	lncRNA
Cp_V2_contig_34000	377	0	0.000	lncRNA
Cp_V2_contig_34001	641	111	0.173	lncRNA
Cp_V2_contig_34002	383	276	0.721	coding
Cp_V2_contig_34003	645	54	0.084	lncRNA
Cp_V2_contig_34004	333	30	0.090	lncRNA
Cp_V2_contig_34005	487	195	0.400	lncRNA
Cp_V2_contig_34006	441	198	0.449	lncRNA
Cp_V2_contig_34007	504	81	0.161	lncRNA
Cp_V2_contig_34008	825	162	0.196	lncRNA
Cp_V2_contig_34009	762	198	0.260	lncRNA
Cp_V2_contig_34010	418	30	0.072	lncRNA
Cp_V2_contig_34011	488	114	0.234	lncRNA
Cp_V2_contig_34012	337	90	0.267	lncRNA
Cp_V2_contig_34013	540	84	0.156	lncRNA
Cp_V2_contig_34014	453	186	0.411	lncRNA
Cp_V2_contig_34015	382	123	0.322	lncRNA
Cp_V2_contig_34016	341	84	0.246	lncRNA
Cp_V2_contig_34017	492	51	0.104	lncRNA
Cp_V2_contig_34018	407	39	0.096	lncRNA
Cp_V2_contig_34019	1359	462	0.340	lncRNA
Cp_V2_contig_34020	323	36	0.111	lncRNA
Cp_V2_contig_34021	475	30	0.063	lncRNA
Cp_V2_contig_34022	799	612	0.766	coding
Cp_V2_contig_34023	421	93	0.221	lncRNA
Cp_V2_contig_34024	1597	96	0.060	lncRNA
Cp_V2_contig_34025	613	294	0.480	lncRNA
Cp_V2_contig_34026	323	48	0.149	lncRNA
Cp_V2_contig_34027	2523	399	0.158	lncRNA
Cp_V2_contig_34028	497	57	0.115	lncRNA
Cp_V2_contig_34029	1272	1182	0.929	coding
Cp_V2_contig_34030	1607	321	0.200	lncRNA
Cp_V2_contig_34031	703	420	0.597	coding
Cp_V2_contig_34032	678	69	0.102	lncRNA
Cp_V2_contig_34033	316	3	0.009	lncRNA
Cp_V2_contig_34034	418	135	0.323	lncRNA
Cp_V2_contig_34035	578	195	0.337	lncRNA
Cp_V2_contig_34036	340	57	0.168	lncRNA
Cp_V2_contig_34037	308	0	0.000	lncRNA
Cp_V2_contig_34038	512	363	0.709	coding
Cp_V2_contig_34039	423	102	0.241	lncRNA
Cp_V2_contig_34040	381	60	0.157	lncRNA
Cp_V2_contig_34041	318	0	0.000	lncRNA
Cp_V2_contig_34042	453	120	0.265	lncRNA
Cp_V2_contig_34043	386	267	0.692	coding
Cp_V2_contig_34044	461	192	0.416	lncRNA
Cp_V2_contig_34045	960	798	0.831	coding
Cp_V2_contig_34046	402	174	0.433	lncRNA
Cp_V2_contig_34047	1284	156	0.121	lncRNA
Cp_V2_contig_34048	1848	246	0.133	lncRNA
Cp_V2_contig_34049	661	123	0.186	lncRNA
Cp_V2_contig_34050	377	15	0.040	lncRNA
Cp_V2_contig_34051	1256	234	0.186	lncRNA
Cp_V2_contig_34052	436	219	0.502	coding
Cp_V2_contig_34053	503	309	0.614	coding
Cp_V2_contig_34054	1151	84	0.073	lncRNA
Cp_V2_contig_34055	308	0	0.000	lncRNA
Cp_V2_contig_34056	673	15	0.022	lncRNA
Cp_V2_contig_34057	437	111	0.254	lncRNA
Cp_V2_contig_34058	346	39	0.113	lncRNA
Cp_V2_contig_34059	443	132	0.298	lncRNA
Cp_V2_contig_34060	400	54	0.135	lncRNA
Cp_V2_contig_34061	808	315	0.390	lncRNA
Cp_V2_contig_34062	858	240	0.280	lncRNA
Cp_V2_contig_34063	342	54	0.158	lncRNA
Cp_V2_contig_34064	714	87	0.122	lncRNA
Cp_V2_contig_34065	473	327	0.691	coding
Cp_V2_contig_34066	488	246	0.504	coding
Cp_V2_contig_34067	468	0	0.000	lncRNA
Cp_V2_contig_34068	378	279	0.738	coding
Cp_V2_contig_34069	791	93	0.118	lncRNA
Cp_V2_contig_34070	355	147	0.414	lncRNA
Cp_V2_contig_34071	579	138	0.238	lncRNA
Cp_V2_contig_34072	306	15	0.049	lncRNA
Cp_V2_contig_34073	305	45	0.148	lncRNA
Cp_V2_contig_34074	316	243	0.769	coding
Cp_V2_contig_34075	329	108	0.328	lncRNA
Cp_V2_contig_34076	410	171	0.417	lncRNA
Cp_V2_contig_34077	370	51	0.138	lncRNA
Cp_V2_contig_34078	350	144	0.411	lncRNA
Cp_V2_contig_34079	997	936	0.939	coding
Cp_V2_contig_34080	742	213	0.287	lncRNA
Cp_V2_contig_34081	355	72	0.203	lncRNA
Cp_V2_contig_34082	371	141	0.380	lncRNA
Cp_V2_contig_34083	329	108	0.328	lncRNA
Cp_V2_contig_34084	619	138	0.223	lncRNA
Cp_V2_contig_34085	551	378	0.686	coding
Cp_V2_contig_34086	553	39	0.071	lncRNA
Cp_V2_contig_34087	310	108	0.348	lncRNA
Cp_V2_contig_34088	602	72	0.120	lncRNA
Cp_V2_contig_34089	391	120	0.307	lncRNA
Cp_V2_contig_34090	902	138	0.153	lncRNA
Cp_V2_contig_34091	1968	1491	0.758	coding
Cp_V2_contig_34092	888	120	0.135	lncRNA
Cp_V2_contig_34093	351	126	0.359	lncRNA
Cp_V2_contig_34094	325	21	0.065	lncRNA
Cp_V2_contig_34095	355	33	0.093	lncRNA
Cp_V2_contig_34096	406	87	0.214	lncRNA
Cp_V2_contig_34097	322	159	0.494	lncRNA
Cp_V2_contig_34098	308	42	0.136	lncRNA
Cp_V2_contig_34099	1265	1071	0.847	coding
Cp_V2_contig_34100	579	213	0.368	lncRNA
Cp_V2_contig_34101	477	0	0.000	lncRNA
Cp_V2_contig_34102	793	231	0.291	lncRNA
Cp_V2_contig_34103	461	78	0.169	lncRNA
Cp_V2_contig_34104	611	123	0.201	lncRNA
Cp_V2_contig_34105	312	51	0.163	lncRNA
Cp_V2_contig_34106	833	645	0.774	coding
Cp_V2_contig_34107	316	27	0.085	lncRNA
Cp_V2_contig_34108	340	81	0.238	lncRNA
Cp_V2_contig_34109	433	12	0.028	lncRNA
Cp_V2_contig_34110	2016	96	0.048	lncRNA
Cp_V2_contig_34111	765	318	0.416	lncRNA
Cp_V2_contig_34112	865	51	0.059	lncRNA
Cp_V2_contig_34113	347	0	0.000	lncRNA
Cp_V2_contig_34114	359	18	0.050	lncRNA
Cp_V2_contig_34115	336	138	0.411	lncRNA
Cp_V2_contig_34116	584	129	0.221	lncRNA
Cp_V2_contig_34117	409	210	0.513	coding
Cp_V2_contig_34118	1033	273	0.264	lncRNA
Cp_V2_contig_34119	862	213	0.247	lncRNA
Cp_V2_contig_34120	352	39	0.111	lncRNA
Cp_V2_contig_34121	463	69	0.149	lncRNA
Cp_V2_contig_34122	907	102	0.112	lncRNA
Cp_V2_contig_34123	459	102	0.222	lncRNA
Cp_V2_contig_34124	346	105	0.303	lncRNA
Cp_V2_contig_34125	855	171	0.200	lncRNA
Cp_V2_contig_34126	1778	1461	0.822	coding
Cp_V2_contig_34127	315	51	0.162	lncRNA
Cp_V2_contig_34128	659	96	0.146	lncRNA
Cp_V2_contig_34129	648	135	0.208	lncRNA
Cp_V2_contig_34130	1320	318	0.241	lncRNA
Cp_V2_contig_34131	395	156	0.395	lncRNA
Cp_V2_contig_34132	600	105	0.175	lncRNA
Cp_V2_contig_34133	328	78	0.238	lncRNA
Cp_V2_contig_34134	517	90	0.174	lncRNA
Cp_V2_contig_34135	352	84	0.239	lncRNA
Cp_V2_contig_34136	455	54	0.119	lncRNA
Cp_V2_contig_34137	854	225	0.263	lncRNA
Cp_V2_contig_34138	397	0	0.000	lncRNA
Cp_V2_contig_34139	555	45	0.081	lncRNA
Cp_V2_contig_34140	530	279	0.526	coding
Cp_V2_contig_34141	441	120	0.272	lncRNA
Cp_V2_contig_34142	427	132	0.309	lncRNA
Cp_V2_contig_34143	330	48	0.145	lncRNA
Cp_V2_contig_34144	325	213	0.655	coding
Cp_V2_contig_34145	469	42	0.090	lncRNA
Cp_V2_contig_34146	317	78	0.246	lncRNA
Cp_V2_contig_34147	549	216	0.393	lncRNA
Cp_V2_contig_34148	1488	258	0.173	lncRNA
Cp_V2_contig_34149	311	30	0.096	lncRNA
Cp_V2_contig_34150	439	39	0.089	lncRNA
Cp_V2_contig_34151	424	117	0.276	lncRNA
Cp_V2_contig_34152	356	135	0.379	lncRNA
Cp_V2_contig_34153	317	96	0.303	lncRNA
Cp_V2_contig_34154	890	87	0.098	lncRNA
Cp_V2_contig_34155	1859	153	0.082	lncRNA
Cp_V2_contig_34156	406	57	0.140	lncRNA
Cp_V2_contig_34157	325	198	0.609	coding
Cp_V2_contig_34158	381	66	0.173	lncRNA
Cp_V2_contig_34159	567	141	0.249	lncRNA
Cp_V2_contig_34160	375	69	0.184	lncRNA
Cp_V2_contig_34161	330	153	0.464	lncRNA
Cp_V2_contig_34162	397	51	0.128	lncRNA
Cp_V2_contig_34163	337	150	0.445	lncRNA
Cp_V2_contig_34164	380	87	0.229	lncRNA
Cp_V2_contig_34165	705	33	0.047	lncRNA
Cp_V2_contig_34166	739	246	0.333	lncRNA
Cp_V2_contig_34167	1080	480	0.444	lncRNA
Cp_V2_contig_34168	1291	1056	0.818	coding
Cp_V2_contig_34169	1048	357	0.341	lncRNA
Cp_V2_contig_34170	1310	219	0.167	lncRNA
Cp_V2_contig_34171	427	42	0.098	lncRNA
Cp_V2_contig_34172	661	390	0.590	coding
Cp_V2_contig_34173	1419	1059	0.746	coding
Cp_V2_contig_34174	408	264	0.647	coding
Cp_V2_contig_34175	975	666	0.683	coding
Cp_V2_contig_34176	617	273	0.442	lncRNA
Cp_V2_contig_34177	1000	141	0.141	lncRNA
Cp_V2_contig_34178	643	87	0.135	lncRNA
Cp_V2_contig_34179	892	777	0.871	coding
Cp_V2_contig_34180	325	54	0.166	lncRNA
Cp_V2_contig_34181	357	0	0.000	lncRNA
Cp_V2_contig_34182	530	180	0.340	lncRNA
Cp_V2_contig_34183	436	387	0.888	coding
Cp_V2_contig_34184	349	0	0.000	lncRNA
Cp_V2_contig_34185	323	162	0.502	coding
Cp_V2_contig_34186	392	30	0.077	lncRNA
Cp_V2_contig_34187	1624	360	0.222	lncRNA
Cp_V2_contig_34188	335	183	0.546	coding
Cp_V2_contig_34189	500	60	0.120	lncRNA
Cp_V2_contig_34190	413	258	0.625	coding
Cp_V2_contig_34191	1229	207	0.168	lncRNA
Cp_V2_contig_34192	577	288	0.499	lncRNA
Cp_V2_contig_34193	333	306	0.919	coding
Cp_V2_contig_34194	738	249	0.337	lncRNA
Cp_V2_contig_34195	1586	267	0.168	lncRNA
Cp_V2_contig_34196	401	102	0.254	lncRNA
Cp_V2_contig_34197	934	408	0.437	lncRNA
Cp_V2_contig_34198	606	147	0.243	lncRNA
Cp_V2_contig_34199	539	96	0.178	lncRNA
Cp_V2_contig_34200	347	96	0.277	lncRNA
Cp_V2_contig_34201	314	147	0.468	lncRNA
Cp_V2_contig_34202	667	354	0.531	coding
Cp_V2_contig_34203	372	288	0.774	coding
Cp_V2_contig_34204	969	744	0.768	coding
Cp_V2_contig_34205	561	105	0.187	lncRNA
Cp_V2_contig_34206	889	96	0.108	lncRNA
Cp_V2_contig_34207	329	24	0.073	lncRNA
Cp_V2_contig_34208	617	39	0.063	lncRNA
Cp_V2_contig_34209	517	12	0.023	lncRNA
Cp_V2_contig_34210	1227	321	0.262	lncRNA
Cp_V2_contig_34211	617	168	0.272	lncRNA
Cp_V2_contig_34212	456	312	0.684	coding
Cp_V2_contig_34213	589	477	0.810	coding
Cp_V2_contig_34214	433	45	0.104	lncRNA
Cp_V2_contig_34215	376	72	0.191	lncRNA
Cp_V2_contig_34216	320	0	0.000	lncRNA
Cp_V2_contig_34217	1682	240	0.143	lncRNA
Cp_V2_contig_34218	348	90	0.259	lncRNA
Cp_V2_contig_34219	390	228	0.585	coding
Cp_V2_contig_34220	1040	69	0.066	lncRNA
Cp_V2_contig_34221	332	66	0.199	lncRNA
Cp_V2_contig_34222	601	135	0.225	lncRNA
Cp_V2_contig_34223	720	273	0.379	lncRNA
Cp_V2_contig_34224	548	465	0.849	coding
Cp_V2_contig_34225	303	195	0.644	coding
Cp_V2_contig_34226	310	114	0.368	lncRNA
Cp_V2_contig_34227	723	171	0.237	lncRNA
Cp_V2_contig_34228	389	195	0.501	coding
Cp_V2_contig_34229	349	141	0.404	lncRNA
Cp_V2_contig_34230	385	165	0.429	lncRNA
Cp_V2_contig_34231	1040	255	0.245	lncRNA
Cp_V2_contig_34232	514	252	0.490	lncRNA
Cp_V2_contig_34233	333	63	0.189	lncRNA
Cp_V2_contig_34234	906	672	0.742	coding
Cp_V2_contig_34235	576	87	0.151	lncRNA
Cp_V2_contig_34236	471	111	0.236	lncRNA
Cp_V2_contig_34237	858	96	0.112	lncRNA
Cp_V2_contig_34238	878	147	0.167	lncRNA
Cp_V2_contig_34239	683	159	0.233	lncRNA
Cp_V2_contig_34240	984	108	0.110	lncRNA
Cp_V2_contig_34241	438	81	0.185	lncRNA
Cp_V2_contig_34242	656	330	0.503	coding
Cp_V2_contig_34243	362	186	0.514	coding
Cp_V2_contig_34244	323	21	0.065	lncRNA
Cp_V2_contig_34245	368	0	0.000	lncRNA
Cp_V2_contig_34246	388	24	0.062	lncRNA
Cp_V2_contig_34247	337	87	0.258	lncRNA
Cp_V2_contig_34248	505	120	0.238	lncRNA
Cp_V2_contig_34249	568	249	0.438	lncRNA
Cp_V2_contig_34250	523	162	0.310	lncRNA
Cp_V2_contig_34251	1125	57	0.051	lncRNA
Cp_V2_contig_34252	330	120	0.364	lncRNA
Cp_V2_contig_34253	725	72	0.099	lncRNA
Cp_V2_contig_34254	778	105	0.135	lncRNA
Cp_V2_contig_34255	554	225	0.406	lncRNA
Cp_V2_contig_34256	542	150	0.277	lncRNA
Cp_V2_contig_34257	561	138	0.246	lncRNA
Cp_V2_contig_34258	602	102	0.169	lncRNA
Cp_V2_contig_34259	334	168	0.503	coding
Cp_V2_contig_34260	1266	249	0.197	lncRNA
Cp_V2_contig_34261	460	132	0.287	lncRNA
Cp_V2_contig_34262	492	144	0.293	lncRNA
Cp_V2_contig_34263	3131	207	0.066	lncRNA
Cp_V2_contig_34264	712	165	0.232	lncRNA
Cp_V2_contig_34265	756	189	0.250	lncRNA
Cp_V2_contig_34266	688	48	0.070	lncRNA
Cp_V2_contig_34267	549	81	0.148	lncRNA
Cp_V2_contig_34268	347	48	0.138	lncRNA
Cp_V2_contig_34269	619	63	0.102	lncRNA
Cp_V2_contig_34270	600	75	0.125	lncRNA
