lncrna_id,partner_id,partner_name,pearson_r,pvalue,gene_description,gene_name,organism,pident,evalue,bitscore
Cp_V2_contig_45133,Cp_V2_contig_1991,.,0.9435,4.2e-05,"synthase, mitochondrial",CS,Daucus carota,87.288,0.0,799.0
Cp_V2_contig_45133,Cp_V2_contig_43647,.,0.9424,4.5e-05,"zinc metallopeptidase EGY3, chloroplastic",EGY3,Arabidopsis thaliana,80.198,1.51e-117,348.0
Cp_V2_contig_45133,Cp_V2_contig_2128,.,0.9418,4.7e-05,,GRXC2,Arabidopsis thaliana,77.57,1.9100000000000002e-56,177.0
Cp_V2_contig_45133,Cp_V2_contig_19327,.,0.9416,4.8e-05,embryogenesis abundant protein 76,,Brassica napus,34.426,5.11e-08,55.1
Cp_V2_contig_45133,Cp_V2_contig_17170,.,0.9411,4.9e-05,factor MYB73,MYB73,Arabidopsis thaliana,47.569,4.55e-73,234.0
Cp_V2_contig_45133,Cp_V2_contig_38638,.,0.9392,5.6e-05,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_13584,.,0.9387,5.7e-05,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_24081,.,0.9386,5.8e-05,embryogenesis abundant protein 6,LEA6,Arabidopsis thaliana,43.878,1.08e-12,65.1
Cp_V2_contig_45133,Cp_V2_contig_4245,.,0.9386,5.8e-05,"dehydrogenase, mitochondrial",ALDH5F1,Arabidopsis thaliana,77.244,0.0,731.0
Cp_V2_contig_45133,Cp_V2_contig_29767,.,0.9347,7.3e-05,multiplication protein 1,TOM1,Nicotiana tabacum,79.134,2.6399999999999998e-136,391.0
Cp_V2_contig_45133,Cp_V2_contig_14662,.,0.9337,7.8e-05,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_17052,.,0.9327,8.3e-05,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_10968,.,0.9321,8.6e-05,c,CC-1,Oryza sativa subsp. japonica,87.5,1.94e-68,209.0
Cp_V2_contig_45133,Cp_V2_contig_9280,.,0.9314,8.9e-05,"SFR2, chloroplastic",SFR2,Oryza sativa subsp. japonica,72.727,3.8200000000000005e-71,228.0
Cp_V2_contig_45133,Cp_V2_contig_1299,.,0.9297,9.8e-05,transport protein SUC4,SUC4,Arabidopsis thaliana,70.637,8.9e-161,469.0
Cp_V2_contig_45133,Cp_V2_contig_5942,.,0.928,0.000108,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_8331,.,0.9262,0.000119,protein RABC1,RABC1,Arabidopsis thaliana,89.175,2.05e-126,360.0
Cp_V2_contig_45133,Cp_V2_contig_19599,.,0.926,0.00012,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_8470,.,0.9247,0.000128,protein DC-8,,Daucus carota,41.551,4.63e-49,175.0
Cp_V2_contig_45133,Cp_V2_contig_77,.,0.9238,0.000134,lipocalin-1,TIL,Arabidopsis thaliana,78.462,3.8300000000000003e-72,216.0
Cp_V2_contig_45133,Cp_V2_contig_26669,.,0.9234,0.000137,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_1005,.,0.9224,0.000144,"hydratase 3, mitochondrial",ACO3,Arabidopsis thaliana,85.41,0.0,1052.0
Cp_V2_contig_45133,Cp_V2_contig_3733,.,0.9219,0.000148,voltage-gated potassium channel subunit beta,KAB1,Arabidopsis thaliana,84.451,0.0,598.0
Cp_V2_contig_45133,Cp_V2_contig_38445,.,0.9203,0.00016,65 kDa protein,LTI65,Arabidopsis thaliana,37.931,3.17e-20,98.2
Cp_V2_contig_45133,Cp_V2_contig_4463,.,0.9191,0.00017,glucose transporter 4,At5g16150,Arabidopsis thaliana,67.844,0.0,627.0
Cp_V2_contig_45133,Cp_V2_contig_5104,.,0.9183,0.000176,"aldolase 3, chloroplastic",FBA3,Arabidopsis thaliana,86.802,0.0,699.0
Cp_V2_contig_45133,Cp_V2_contig_14382,.,0.9175,0.000183,finger A20 and AN1 domain-containing stress-associated protein 4,SAP4,Oryza sativa subsp. japonica,48.246,5.37e-31,111.0
Cp_V2_contig_45133,Cp_V2_contig_28999,.,0.917,0.000188,"dehydrogenase E1 component subunit alpha-1, mitochondrial",E1,Arabidopsis thaliana,80.0,1.94e-49,166.0
Cp_V2_contig_45133,Cp_V2_contig_3865,.,0.9158,0.000198,domain-containing protein JA2L,JA2L,Solanum lycopersicum,66.216,1.1299999999999998e-54,178.0
Cp_V2_contig_45133,Cp_V2_contig_12880,.,0.9156,0.0002,pore calcium channel protein 1B,TPC1B,Nicotiana tabacum,73.264,1.31e-126,382.0
Cp_V2_contig_45133,Cp_V2_contig_27725,.,0.9143,0.000213,"dehydrogenase TIC 32, chloroplastic",TIC32,Arabidopsis thaliana,72.396,2.16e-90,272.0
Cp_V2_contig_45133,Cp_V2_contig_13362,.,0.9142,0.000213,zipper protein ATHB-54,ATHB-54,Arabidopsis thaliana,44.118,1.46e-17,79.7
Cp_V2_contig_45133,Cp_V2_contig_24396,.,0.9123,0.000233,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_25909,.,0.9117,0.000239,plastidic glucose transporter 2,At1g67300,Arabidopsis thaliana,69.606,0.0,540.0
Cp_V2_contig_45133,Cp_V2_contig_11798,.,0.9115,0.000241,acid transporter AVT6C,AVT6C,Arabidopsis thaliana,64.578,8.91e-158,454.0
Cp_V2_contig_45133,Cp_V2_contig_21675,.,0.9095,0.000263,"6-phosphogluconolactonase 4, chloroplastic",Os09g0529100,Oryza sativa subsp. japonica,64.615,4.0199999999999996e-52,172.0
Cp_V2_contig_45133,Cp_V2_contig_1856,.,0.909,0.000269,shock 70 kDa protein,HSP70,Zea mays,73.529,8.149999999999999e-34,128.0
Cp_V2_contig_45133,Cp_V2_contig_2779,.,0.9088,0.000271,protein 6A,LARP6A,Arabidopsis thaliana,51.485,8.36e-78,247.0
Cp_V2_contig_45133,Cp_V2_contig_20359,.,0.9087,0.000272,NSF attachment protein,,Solanum tuberosum,83.333,2.46e-67,208.0
Cp_V2_contig_45133,Cp_V2_contig_21708,.,0.9084,0.000275,ubiquitin protein ligase RIE1,RIE1,Arabidopsis thaliana,59.936,3.37e-92,286.0
Cp_V2_contig_45133,Cp_V2_contig_7308,.,0.9081,0.000279,"reductase, chloroplastic (Fragment)",GOR,Nicotiana tabacum,84.524,1.61e-157,455.0
Cp_V2_contig_45133,Cp_V2_contig_43112,.,0.9062,0.000303,"hydrolase 14, chloroplastic",NUDT14,Arabidopsis thaliana,74.336,6.95e-125,364.0
Cp_V2_contig_45133,Cp_V2_contig_16525,.,0.9056,0.000309,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_2554,.,0.9056,0.00031,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_18083,.,0.9054,0.000312,,,Actinidia deliciosa,33.553,1.8e-15,74.7
Cp_V2_contig_45133,Cp_V2_contig_25011,.,0.9041,0.000329,,SOP1,Sesamum indicum,72.0,5.09e-64,200.0
Cp_V2_contig_45133,Cp_V2_contig_19326,.,0.9025,0.00035,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_2326,.,0.901,0.000373,"kinase, peroxisomal",PMK,Arabidopsis thaliana,67.54,0.0,600.0
Cp_V2_contig_45133,Cp_V2_contig_45503,.,0.9006,0.000378,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_2978,.,0.9001,0.000386,synthase 11,KCS11,Arabidopsis thaliana,83.178,2.22e-127,374.0
Cp_V2_contig_47679,Cp_V2_contig_29767,.,0.978,1e-06,multiplication protein 1,TOM1,Nicotiana tabacum,79.134,2.6399999999999998e-136,391.0
Cp_V2_contig_47679,Cp_V2_contig_10892,.,0.9745,2e-06,,At1g47710,Arabidopsis thaliana,68.159,1.78e-82,254.0
Cp_V2_contig_47679,Cp_V2_contig_14382,.,0.9734,2e-06,finger A20 and AN1 domain-containing stress-associated protein 4,SAP4,Oryza sativa subsp. japonica,48.246,5.37e-31,111.0
Cp_V2_contig_47679,Cp_V2_contig_31777,.,0.9715,3e-06,(S)-NAD(P)H-hydrate dehydratase,VIT_05s0020g02800,Vitis vinifera,76.341,3.3e-174,493.0
Cp_V2_contig_47679,Cp_V2_contig_28730,.,0.9711,3e-06,dehydrogenase,LGALDH,Arabidopsis thaliana,60.256,3.05e-26,102.0
Cp_V2_contig_47679,Cp_V2_contig_26525,.,0.9704,3e-06,transporter 2,PROT2,Arabidopsis thaliana,69.364,4.73e-86,262.0
Cp_V2_contig_47679,Cp_V2_contig_24081,.,0.966,6e-06,embryogenesis abundant protein 6,LEA6,Arabidopsis thaliana,43.878,1.08e-12,65.1
Cp_V2_contig_47679,Cp_V2_contig_27725,.,0.9652,6e-06,"dehydrogenase TIC 32, chloroplastic",TIC32,Arabidopsis thaliana,72.396,2.16e-90,272.0
Cp_V2_contig_47679,Cp_V2_contig_13783,.,0.9646,7e-06,choline kinase 2,At1g74320,Arabidopsis thaliana,66.864,3.53e-170,483.0
Cp_V2_contig_47679,Cp_V2_contig_45503,.,0.9607,1e-05,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_4693,.,0.9596,1.1e-05,protein At4g00755,At4g00755,Arabidopsis thaliana,45.028,2.45e-94,293.0
Cp_V2_contig_47679,Cp_V2_contig_17052,.,0.9536,1.9e-05,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_37850,.,0.952,2.2e-05,"aldo-keto reductase, chloroplastic",AKR4C9,Arabidopsis thaliana,78.75,3.8e-39,136.0
Cp_V2_contig_47679,Cp_V2_contig_14662,.,0.9517,2.2e-05,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_13515,.,0.9508,2.4e-05,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_8579,.,0.9469,3.3e-05,OXIDATIVE STRESS 3 LIKE 1,O3L1,Arabidopsis thaliana,47.525,5.09e-21,87.8
Cp_V2_contig_47679,Cp_V2_contig_2705,.,0.9462,3.4e-05,FREE1,FREE1,Arabidopsis thaliana,62.162,1.1499999999999999e-131,399.0
Cp_V2_contig_47679,Cp_V2_contig_45899,.,0.9459,3.5e-05,exchanger 4,NHX4,Arabidopsis thaliana,71.429,1.17e-169,488.0
Cp_V2_contig_47679,Cp_V2_contig_19349,.,0.9451,3.7e-05,"protein 1, mitochondrial",MFDX1,Arabidopsis thaliana,51.592,2.89e-45,151.0
Cp_V2_contig_47679,Cp_V2_contig_20242,.,0.9442,4e-05,FLX-like 3,FLXL3,Arabidopsis thaliana,44.086,1.02e-42,149.0
Cp_V2_contig_47679,Cp_V2_contig_12804,.,0.9436,4.1e-05,type-D 1,GLUD1,Oryza sativa subsp. japonica,22.789,6.51e-19,89.0
Cp_V2_contig_47679,Cp_V2_contig_3733,.,0.9431,4.3e-05,voltage-gated potassium channel subunit beta,KAB1,Arabidopsis thaliana,84.451,0.0,598.0
Cp_V2_contig_47679,Cp_V2_contig_13584,.,0.9427,4.4e-05,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_13780,.,0.9424,4.5e-05,"CURVATURE THYLAKOID 1D, chloroplastic",CURT1D,Arabidopsis thaliana,51.724,5.740000000000001e-21,92.0
Cp_V2_contig_47679,Cp_V2_contig_2128,.,0.9404,5.1e-05,,GRXC2,Arabidopsis thaliana,77.57,1.9100000000000002e-56,177.0
Cp_V2_contig_47679,Cp_V2_contig_22202,.,0.9399,5.3e-05,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_46183,.,0.9396,5.4e-05,"stress protein DSP-22, chloroplastic",DSP-22,Craterostigma plantagineum,77.612,7.24e-26,98.2
Cp_V2_contig_47679,Cp_V2_contig_5104,.,0.9395,5.5e-05,"aldolase 3, chloroplastic",FBA3,Arabidopsis thaliana,86.802,0.0,699.0
Cp_V2_contig_47679,Cp_V2_contig_7475,.,0.9371,6.4e-05,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_26026,.,0.9362,6.7e-05,"6-phosphogluconolactonase 4, chloroplastic",OsI_031067,Oryza sativa subsp. indica,66.667,1.62e-28,108.0
Cp_V2_contig_47679,Cp_V2_contig_46398,.,0.9354,7e-05,protein At3g06240,At3g06240,Arabidopsis thaliana,30.025,1.6499999999999999e-38,147.0
Cp_V2_contig_47679,Cp_V2_contig_30668,.,0.9352,7.1e-05,"biosynthesis protein COQ9, mitochondrial",coq9,Xenopus tropicalis,37.324,7.4e-24,100.0
Cp_V2_contig_47679,Cp_V2_contig_21708,.,0.9351,7.2e-05,ubiquitin protein ligase RIE1,RIE1,Arabidopsis thaliana,59.936,3.37e-92,286.0
Cp_V2_contig_47679,Cp_V2_contig_33310,.,0.9341,7.6e-05,"hydroperoxide glutathione peroxidase, chloroplastic",,Pisum sativum,86.111,1.34e-13,67.4
Cp_V2_contig_47679,Cp_V2_contig_15769,.,0.9334,7.9e-05,transport protein SEC23 B,SEC23B,Arabidopsis thaliana,80.165,0.0,760.0
Cp_V2_contig_47679,Cp_V2_contig_17170,.,0.9321,8.6e-05,factor MYB73,MYB73,Arabidopsis thaliana,47.569,4.55e-73,234.0
Cp_V2_contig_47679,Cp_V2_contig_3544,.,0.9311,9.1e-05,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_25880,.,0.9309,9.2e-05,protein At2g24330,At2g24330,Arabidopsis thaliana,58.427,1.3999999999999999e-61,201.0
Cp_V2_contig_47679,Cp_V2_contig_23992,.,0.9298,9.7e-05,allergen Ole e 8,,Olea europaea,59.732,5.51e-55,176.0
Cp_V2_contig_47679,Cp_V2_contig_36163,.,0.9286,0.000104,protein PCC13-62,,Craterostigma plantagineum,97.98,1.82e-61,192.0
Cp_V2_contig_47679,Cp_V2_contig_11289,.,0.928,0.000108,proteinase inhibitor,,Vigna unguiculata,61.053,1.95e-39,129.0
Cp_V2_contig_47679,Cp_V2_contig_9550,.,0.9278,0.000109,TANC2,TANC2,Homo sapiens,38.462,5.47e-16,76.6
Cp_V2_contig_47679,Cp_V2_contig_24162,.,0.9254,0.000124,"dehydrogenase TIC 32, chloroplastic",TIC32,Pisum sativum,66.495,1.1e-93,280.0
Cp_V2_contig_47679,Cp_V2_contig_7739,.,0.9249,0.000127,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_37429,.,0.924,0.000133,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_38638,.,0.9238,0.000135,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_19606,.,0.9235,0.000137,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_34533,.,0.9213,0.000152,ACID-INSENSITIVE 5-like protein 3,DPBF4,Arabidopsis thaliana,36.596,1.97e-30,116.0
Cp_V2_contig_47679,Cp_V2_contig_16525,.,0.9209,0.000156,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_7547,.,0.9205,0.000159,homolog subfamily C member 28,Dnajc28,Mus musculus,36.429,1.96e-16,78.2
Cp_V2_contig_47679,Cp_V2_contig_18155,.,0.9199,0.000163,protein kinase regulatory subunit gamma-1,KING1,Arabidopsis thaliana,60.925,1.9000000000000002e-166,475.0
Cp_V2_contig_47679,Cp_V2_contig_58,.,0.9196,0.000166,pyrophosphokinase 1,TPK1,Arabidopsis thaliana,67.157,1.75e-97,291.0
Cp_V2_contig_47679,Cp_V2_contig_13121,.,0.9182,0.000178,translation factor SUI1 homolog,TIF,Zea mays,89.091,1.81e-67,204.0
Cp_V2_contig_47679,Cp_V2_contig_30041,.,0.9181,0.000178,carboxyl-terminal hydrolase 19,UBP19,Arabidopsis thaliana,63.077,7.21e-143,422.0
Cp_V2_contig_47679,Cp_V2_contig_46907,.,0.9176,0.000183,protein PCC13-62,,Craterostigma plantagineum,97.368,1.95e-16,77.0
Cp_V2_contig_47679,Cp_V2_contig_12781,.,0.9175,0.000183,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_1856,.,0.9171,0.000187,shock 70 kDa protein,HSP70,Zea mays,73.529,8.149999999999999e-34,128.0
Cp_V2_contig_47679,Cp_V2_contig_24396,.,0.9157,0.000199,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_32420,.,0.9136,0.00022,transcription factor Y subunit C-2,NFYC2,Arabidopsis thaliana,78.906,4.8e-68,213.0
Cp_V2_contig_47679,Cp_V2_contig_29501,.,0.9115,0.000241,proton ATPase subunit a3,VHA-a3,Arabidopsis thaliana,71.498,2.45e-91,287.0
Cp_V2_contig_47679,Cp_V2_contig_8615,.,0.9114,0.000242,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_8635,.,0.9108,0.000249,protein 39,RBM39,Pongo abelii,43.75,4.69e-76,252.0
Cp_V2_contig_47679,Cp_V2_contig_25283,.,0.9085,0.000274,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_10120,.,0.9079,0.000281,"galactosyltransferase SFR2, chloroplastic",SFR2,Arabidopsis thaliana,57.471,5.22e-28,110.0
Cp_V2_contig_47679,Cp_V2_contig_8331,.,0.9079,0.000281,protein RABC1,RABC1,Arabidopsis thaliana,89.175,2.05e-126,360.0
Cp_V2_contig_47679,Cp_V2_contig_34674,.,0.9078,0.000283,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_3865,.,0.9076,0.000285,domain-containing protein JA2L,JA2L,Solanum lycopersicum,66.216,1.1299999999999998e-54,178.0
Cp_V2_contig_47679,Cp_V2_contig_3837,.,0.9074,0.000288,zipper protein HAT5,HAT5,Arabidopsis thaliana,46.358,5.46e-35,130.0
Cp_V2_contig_47679,Cp_V2_contig_2326,.,0.9059,0.000306,"kinase, peroxisomal",PMK,Arabidopsis thaliana,67.54,0.0,600.0
Cp_V2_contig_47679,Cp_V2_contig_6165,.,0.9057,0.000308,synthase YciO,yciO,Shigella flexneri,27.273,1.02e-11,63.5
Cp_V2_contig_47679,Cp_V2_contig_1097,.,0.9049,0.000318,factor DIVARICATA,DIVARICATA,Antirrhinum majus,52.717,1.17e-56,185.0
Cp_V2_contig_47679,Cp_V2_contig_4915,.,0.9047,0.000321,transcription factor At5g28040,At5g28040,Arabidopsis thaliana,40.96,3.48e-70,229.0
Cp_V2_contig_47679,Cp_V2_contig_1533,.,0.9044,0.000325,"aminotransferase, cytoplasmic",,Daucus carota,85.608,0.0,738.0
Cp_V2_contig_47679,Cp_V2_contig_5634,.,0.9033,0.000339,"oxidoreductase RTN4IP1, mitochondrial",Rtn4ip1,Mus musculus,31.566,1.33e-47,172.0
Cp_V2_contig_47679,Cp_V2_contig_10048,.,0.9029,0.000346,12,PER12,Arabidopsis thaliana,62.046,4.96e-142,413.0
Cp_V2_contig_47679,Cp_V2_contig_21661,.,0.9019,0.00036,phosphatase 2C 16,HAB1,Arabidopsis thaliana,67.17,5.77e-130,381.0
Cp_V2_contig_47679,Cp_V2_contig_5393,.,0.9019,0.000359,"2, chloroplastic",Os05g0200100,Oryza sativa subsp. japonica,83.688,1.5e-87,260.0
Cp_V2_contig_47679,Cp_V2_contig_11007,.,0.9018,0.000361,incorporator 3,SERINC3,Pongo abelii,28.913,6.13e-43,162.0
Cp_V2_contig_47679,Cp_V2_contig_16079,.,0.9008,0.000375,GTP-binding protein 1,spg1,Schizosaccharomyces pombe (strain 972 / ATCC 24843),42.64,4.72e-53,177.0
Cp_V2_contig_47679,Cp_V2_contig_18010,.,0.9004,0.000382,,,,,,
Cp_V2_contig_47679,Cp_V2_contig_40374,.,0.9004,0.000381,domain-containing protein CBSX5,CBSX5,Arabidopsis thaliana,39.13,1.58e-11,63.2
Cp_V2_contig_4950,Cp_V2_contig_10455,.,0.9906,0.0,,,,,,
Cp_V2_contig_4950,Cp_V2_contig_13800,.,0.9828,0.0,WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 1,WEB1,Arabidopsis thaliana,63.393,6.81e-28,109.0
Cp_V2_contig_4950,Cp_V2_contig_6438,.,0.9792,1e-06,,,Atriplex nummularia,87.013,5.6299999999999994e-95,277.0
Cp_V2_contig_4950,Cp_V2_contig_17427,.,0.975,2e-06,,,,,,
Cp_V2_contig_4950,Cp_V2_contig_1013,.,0.9743,2e-06,repeat domain-containing protein 2B,AKR2B,Arabidopsis thaliana,64.553,2.3300000000000002e-148,429.0
Cp_V2_contig_4950,Cp_V2_contig_1,.,0.9699,3e-06,membrane protein PEX14,PEX14,Arabidopsis thaliana,49.045,2.86e-98,309.0
Cp_V2_contig_4950,Cp_V2_contig_5559,.,0.969,4e-06,domain-containing protein DSK2b,DSK2B,Arabidopsis thaliana,61.017,9.599999999999999e-165,483.0
Cp_V2_contig_4950,Cp_V2_contig_9714,.,0.9622,9e-06,protein-interacting protein 4,CID4,Arabidopsis thaliana,53.992,2.6800000000000002e-70,234.0
Cp_V2_contig_4950,Cp_V2_contig_3575,.,0.9589,1.2e-05,translation factor SUI1 homolog,TIF,Zea mays,89.565,1.3700000000000001e-70,214.0
Cp_V2_contig_4950,Cp_V2_contig_735,.,0.9587,1.2e-05,protein RBP47,RBP47,Nicotiana plumbaginifolia,65.074,4.91e-121,354.0
Cp_V2_contig_4950,Cp_V2_contig_1105,.,0.9582,1.3e-05,maturation protein SBDS,SBDS,Bos taurus,55.23,1.02e-84,260.0
Cp_V2_contig_4950,Cp_V2_contig_6333,.,0.9559,1.6e-05,,PSAP,Bos taurus,29.139,1.26e-07,55.1
Cp_V2_contig_4950,Cp_V2_contig_13121,.,0.9548,1.7e-05,translation factor SUI1 homolog,TIF,Zea mays,89.091,1.81e-67,204.0
Cp_V2_contig_4950,Cp_V2_contig_18237,.,0.9521,2.2e-05,galacturonosyltransferase-like 1,GATL1,Arabidopsis thaliana,76.061,5.02e-156,454.0
Cp_V2_contig_4950,Cp_V2_contig_20690,.,0.9506,2.5e-05,protein FOR GROWTH AND FERTILITY 2,CGF2,Arabidopsis thaliana,67.638,2.5500000000000003e-129,380.0
Cp_V2_contig_4950,Cp_V2_contig_10000,.,0.9505,2.5e-05,,,,,,
Cp_V2_contig_4950,Cp_V2_contig_25937,.,0.9495,2.7e-05,degradation protein 8 homolog,DDB_G0279265,Dictyostelium discoideum,30.597,1.16e-08,58.9
Cp_V2_contig_4950,Cp_V2_contig_23819,.,0.9464,3.4e-05,domain-containing CTD phosphatase,At4g06599,Arabidopsis thaliana,80.198,7.769999999999999e-172,484.0
Cp_V2_contig_4950,Cp_V2_contig_44182,.,0.944,4e-05,,,,,,
Cp_V2_contig_4950,Cp_V2_contig_7695,.,0.9424,4.5e-05,fructokinase-4,At3g59480,Arabidopsis thaliana,76.724,2.75e-59,190.0
Cp_V2_contig_4950,Cp_V2_contig_28879,.,0.9421,4.6e-05,embryogenesis abundant protein 31,RAB28,Arabidopsis thaliana,66.102,6.91e-17,79.0
Cp_V2_contig_4950,Cp_V2_contig_1545,.,0.9417,4.7e-05,methionine sulfoxide reductase (Fragment),E4,Solanum lycopersicum,75.401,1.07e-103,300.0
Cp_V2_contig_4950,Cp_V2_contig_6815,.,0.941,4.9e-05,synthase 2,GOLS2,Solanum lycopersicum,81.362,1.65e-164,463.0
Cp_V2_contig_4950,Cp_V2_contig_14994,.,0.9408,5e-05,protein M homolog,RANBPM,Arabidopsis thaliana,57.583,2.78e-173,499.0
Cp_V2_contig_4950,Cp_V2_contig_4505,.,0.9404,5.1e-05,,,,,,
Cp_V2_contig_4950,Cp_V2_contig_17406,.,0.9403,5.2e-05,finger CCCH domain-containing protein 11,Os01g0834700,Oryza sativa subsp. japonica,77.522,3.8999999999999996e-152,441.0
Cp_V2_contig_4950,Cp_V2_contig_13560,.,0.9402,5.2e-05,,,,,,
Cp_V2_contig_4950,Cp_V2_contig_20231,.,0.9378,6.1e-05,"lipid transfer protein 7, mitochondrial",Stard7,Mus musculus,28.571,7.91e-10,62.8
Cp_V2_contig_4950,Cp_V2_contig_44940,.,0.9377,6.1e-05,galactinol--sucrose galactosyltransferase 2,RFS2,Arabidopsis thaliana,79.592,1.22e-168,490.0
Cp_V2_contig_4950,Cp_V2_contig_13481,.,0.9372,6.3e-05,protein SKIP14,SKIP14,Arabidopsis thaliana,42.4,7.37e-61,206.0
Cp_V2_contig_4950,Cp_V2_contig_10805,.,0.937,6.4e-05,"6-phosphogluconolactonase 4, chloroplastic",Os09g0529100,Oryza sativa subsp. japonica,76.423,4.0000000000000004e-66,205.0
Cp_V2_contig_4950,Cp_V2_contig_21613,.,0.9366,6.5e-05,protein 1,PABN1,Arabidopsis thaliana,75.904,4.83e-72,223.0
Cp_V2_contig_4950,Cp_V2_contig_11243,.,0.9359,6.8e-05,signal cointegrator 1 complex subunit 2,Ascc2,Mus musculus,21.064,1.81e-14,81.3
Cp_V2_contig_4950,Cp_V2_contig_19588,.,0.9359,6.8e-05,pyruvate carrier 4,MPC4,Arabidopsis thaliana,83.333,6.41e-64,194.0
Cp_V2_contig_4950,Cp_V2_contig_24832,.,0.9358,6.9e-05,methionine sulfoxide reductase B5,MSRB5,Oryza sativa subsp. japonica,92.857,1.76e-53,168.0
Cp_V2_contig_4950,Cp_V2_contig_46148,.,0.9355,7e-05,blue protein,,Cucumis sativus,58.333,3.99e-26,98.2
Cp_V2_contig_4950,Cp_V2_contig_1982,.,0.9353,7.1e-05,domain-containing protein 1,R3HDM1,Homo sapiens,32.051,3.35e-08,60.1
Cp_V2_contig_4950,Cp_V2_contig_40374,.,0.9352,7.1e-05,domain-containing protein CBSX5,CBSX5,Arabidopsis thaliana,39.13,1.58e-11,63.2
Cp_V2_contig_4950,Cp_V2_contig_22400,.,0.9351,7.2e-05,embryogenesis abundant protein 46,LEA46,Arabidopsis thaliana,68.293,1.6e-11,57.0
Cp_V2_contig_4950,Cp_V2_contig_12055,.,0.935,7.2e-05,"lipid transfer protein 7, mitochondrial",Stard7,Mus musculus,30.0,5.11e-09,60.8
Cp_V2_contig_4950,Cp_V2_contig_8565,.,0.935,7.2e-05,motif-containing protein 4,VQ4,Arabidopsis thaliana,48.705,3.17e-30,116.0
Cp_V2_contig_4950,Cp_V2_contig_3210,.,0.933,8.1e-05,kinase G-2,CDKG-2,Oryza sativa subsp. japonica,58.843,0.0,621.0
Cp_V2_contig_4950,Cp_V2_contig_11464,.,0.9309,9.2e-05,ribosomal export protein NMD3,nmd3,Dictyostelium discoideum,46.049,8.68e-111,337.0
Cp_V2_contig_4950,Cp_V2_contig_2137,.,0.9307,9.3e-05,protein phosphatase 2C 74,At5g36250,Arabidopsis thaliana,62.431,4.8600000000000004e-160,469.0
Cp_V2_contig_4950,Cp_V2_contig_2918,.,0.9305,9.4e-05,"protein At3g17800, chloroplastic",At3g17800,Arabidopsis thaliana,62.759,3.92e-55,183.0
Cp_V2_contig_4950,Cp_V2_contig_20939,.,0.9304,9.4e-05,,,,,,
Cp_V2_contig_4950,Cp_V2_contig_22977,.,0.9302,9.6e-05,protectant protein Lea14 homolog,,Glycine max,62.0,2.65e-61,190.0
Cp_V2_contig_4950,Cp_V2_contig_26531,.,0.9297,9.8e-05,transcription factor RAP2-1,RAP2-1,Arabidopsis thaliana,59.836,6.25e-40,138.0
Cp_V2_contig_4950,Cp_V2_contig_13148,.,0.9296,9.9e-05,2-2,GGCT2;2,Arabidopsis thaliana,49.315,2.55e-10,58.5
Cp_V2_contig_4950,Cp_V2_contig_47834,.,0.9282,0.000107,protein PCC27-45,,Craterostigma plantagineum,100.0,1.36e-58,182.0
Cp_V2_contig_4950,Cp_V2_contig_18250,.,0.9259,0.000121,,,,,,
Cp_V2_contig_4950,Cp_V2_contig_5488,.,0.9254,0.000124,"RNA polymerases II, IV and V subunit 6A",NRPB6A,Arabidopsis thaliana,95.455,1.9499999999999997e-55,176.0
Cp_V2_contig_4950,Cp_V2_contig_1312,.,0.9251,0.000126,protein homolog 2,LDJ2,Allium porrum,79.365,3.17e-13,68.9
Cp_V2_contig_4950,Cp_V2_contig_12398,.,0.9246,0.000129,WRKY transcription factor 3,WRKY3,Arabidopsis thaliana,57.993,6.87e-92,293.0
