Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Cp_V2_contig_7971	.	Cp_V2_contig_7971	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7972	.	Cp_V2_contig_7972	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7973	.	Cp_V2_contig_7973	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7974	.	Cp_V2_contig_7974	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7975	.	Cp_V2_contig_7975	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7976	.	Cp_V2_contig_7976	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7977	.	Cp_V2_contig_7977	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7978	.	Cp_V2_contig_7978	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7979	.	Cp_V2_contig_7979	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_798	.	Cp_V2_contig_798	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7980	.	Cp_V2_contig_7980	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7981	.	Cp_V2_contig_7981	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7982	.	Cp_V2_contig_7982	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7983	.	Cp_V2_contig_7983	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7984	.	Cp_V2_contig_7984	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7985	.	Cp_V2_contig_7985	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7986	.	Cp_V2_contig_7986	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7987	.	Cp_V2_contig_7987	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7988	.	Cp_V2_contig_7988	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7989	.	Cp_V2_contig_7989	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_799	.	Cp_V2_contig_799	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7990	.	Cp_V2_contig_7990	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7991	.	Cp_V2_contig_7991	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7992	.	Cp_V2_contig_7992	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7993	.	Cp_V2_contig_7993	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7994	.	Cp_V2_contig_7994	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7995	.	Cp_V2_contig_7995	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7996	.	Cp_V2_contig_7996	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7997	.	Cp_V2_contig_7997	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7998	.	Cp_V2_contig_7998	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_7999	.	Cp_V2_contig_7999	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8	.	Cp_V2_contig_8	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_80	.	Cp_V2_contig_80	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_800	.	Cp_V2_contig_800	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8000	.	Cp_V2_contig_8000	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8001	.	Cp_V2_contig_8001	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8002	.	Cp_V2_contig_8002	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8003	.	Cp_V2_contig_8003	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8004	.	Cp_V2_contig_8004	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8005	.	Cp_V2_contig_8005	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8006	.	Cp_V2_contig_8006	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8007	.	Cp_V2_contig_8007	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8008	.	Cp_V2_contig_8008	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8009	.	Cp_V2_contig_8009	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_801	.	Cp_V2_contig_801	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8010	.	Cp_V2_contig_8010	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8011	.	Cp_V2_contig_8011	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8012	.	Cp_V2_contig_8012	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8013	.	Cp_V2_contig_8013	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8014	.	Cp_V2_contig_8014	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8015	.	Cp_V2_contig_8015	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8016	.	Cp_V2_contig_8016	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8017	.	Cp_V2_contig_8017	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8018	.	Cp_V2_contig_8018	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8019	.	Cp_V2_contig_8019	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_802	.	Cp_V2_contig_802	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8020	.	Cp_V2_contig_8020	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8021	.	Cp_V2_contig_8021	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8022	.	Cp_V2_contig_8022	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8023	.	Cp_V2_contig_8023	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8024	.	Cp_V2_contig_8024	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8025	.	Cp_V2_contig_8025	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8026	.	Cp_V2_contig_8026	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8027	.	Cp_V2_contig_8027	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8028	.	Cp_V2_contig_8028	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8029	.	Cp_V2_contig_8029	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_803	.	Cp_V2_contig_803	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8030	.	Cp_V2_contig_8030	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8031	.	Cp_V2_contig_8031	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8032	.	Cp_V2_contig_8032	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8033	.	Cp_V2_contig_8033	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8034	.	Cp_V2_contig_8034	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8035	.	Cp_V2_contig_8035	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8036	.	Cp_V2_contig_8036	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8037	.	Cp_V2_contig_8037	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8038	.	Cp_V2_contig_8038	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8039	.	Cp_V2_contig_8039	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_804	.	Cp_V2_contig_804	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8040	.	Cp_V2_contig_8040	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8041	.	Cp_V2_contig_8041	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8042	.	Cp_V2_contig_8042	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8043	.	Cp_V2_contig_8043	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8044	.	Cp_V2_contig_8044	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8045	.	Cp_V2_contig_8045	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8046	.	Cp_V2_contig_8046	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8047	.	Cp_V2_contig_8047	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8048	.	Cp_V2_contig_8048	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8049	.	Cp_V2_contig_8049	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_805	.	Cp_V2_contig_805	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8050	.	Cp_V2_contig_8050	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8051	.	Cp_V2_contig_8051	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8052	.	Cp_V2_contig_8052	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8053	.	Cp_V2_contig_8053	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8054	.	Cp_V2_contig_8054	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8055	.	Cp_V2_contig_8055	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8056	.	Cp_V2_contig_8056	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8057	.	Cp_V2_contig_8057	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8058	.	Cp_V2_contig_8058	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8059	.	Cp_V2_contig_8059	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_806	.	Cp_V2_contig_806	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8060	.	Cp_V2_contig_8060	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8061	.	Cp_V2_contig_8061	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8062	.	Cp_V2_contig_8062	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8063	.	Cp_V2_contig_8063	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8064	.	Cp_V2_contig_8064	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8065	.	Cp_V2_contig_8065	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8066	.	Cp_V2_contig_8066	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8067	.	Cp_V2_contig_8067	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8068	.	Cp_V2_contig_8068	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8069	.	Cp_V2_contig_8069	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_807	.	Cp_V2_contig_807	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8070	.	Cp_V2_contig_8070	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8071	.	Cp_V2_contig_8071	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8072	.	Cp_V2_contig_8072	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8073	.	Cp_V2_contig_8073	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8074	.	Cp_V2_contig_8074	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8075	.	Cp_V2_contig_8075	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8076	.	Cp_V2_contig_8076	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8077	.	Cp_V2_contig_8077	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8078	.	Cp_V2_contig_8078	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8079	.	Cp_V2_contig_8079	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_808	.	Cp_V2_contig_808	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8080	.	Cp_V2_contig_8080	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8081	.	Cp_V2_contig_8081	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8082	.	Cp_V2_contig_8082	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8083	.	Cp_V2_contig_8083	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8084	.	Cp_V2_contig_8084	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8085	.	Cp_V2_contig_8085	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8086	.	Cp_V2_contig_8086	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8087	.	Cp_V2_contig_8087	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8088	.	Cp_V2_contig_8088	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8089	.	Cp_V2_contig_8089	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_809	.	Cp_V2_contig_809	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8090	.	Cp_V2_contig_8090	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8091	.	Cp_V2_contig_8091	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8092	.	Cp_V2_contig_8092	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8093	.	Cp_V2_contig_8093	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8094	.	Cp_V2_contig_8094	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8095	.	Cp_V2_contig_8095	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8096	.	Cp_V2_contig_8096	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8097	.	Cp_V2_contig_8097	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8098	.	Cp_V2_contig_8098	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8099	.	Cp_V2_contig_8099	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_81	.	Cp_V2_contig_81	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_810	.	Cp_V2_contig_810	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8100	.	Cp_V2_contig_8100	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8101	.	Cp_V2_contig_8101	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8102	.	Cp_V2_contig_8102	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8103	.	Cp_V2_contig_8103	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8104	.	Cp_V2_contig_8104	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8105	.	Cp_V2_contig_8105	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8106	.	Cp_V2_contig_8106	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8107	.	Cp_V2_contig_8107	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8108	.	Cp_V2_contig_8108	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8109	.	Cp_V2_contig_8109	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_811	.	Cp_V2_contig_811	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8110	.	Cp_V2_contig_8110	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8111	.	Cp_V2_contig_8111	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8112	.	Cp_V2_contig_8112	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8113	.	Cp_V2_contig_8113	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8114	.	Cp_V2_contig_8114	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8115	.	Cp_V2_contig_8115	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8116	.	Cp_V2_contig_8116	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8117	.	Cp_V2_contig_8117	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8118	.	Cp_V2_contig_8118	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8119	.	Cp_V2_contig_8119	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_812	.	Cp_V2_contig_812	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8120	.	Cp_V2_contig_8120	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8121	.	Cp_V2_contig_8121	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8122	.	Cp_V2_contig_8122	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8123	.	Cp_V2_contig_8123	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8124	.	Cp_V2_contig_8124	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8125	.	Cp_V2_contig_8125	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8126	.	Cp_V2_contig_8126	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8127	.	Cp_V2_contig_8127	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8128	.	Cp_V2_contig_8128	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8129	.	Cp_V2_contig_8129	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_813	.	Cp_V2_contig_813	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8130	.	Cp_V2_contig_8130	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8131	.	Cp_V2_contig_8131	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8132	.	Cp_V2_contig_8132	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8133	.	Cp_V2_contig_8133	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8134	.	Cp_V2_contig_8134	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8135	.	Cp_V2_contig_8135	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8136	.	Cp_V2_contig_8136	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8137	.	Cp_V2_contig_8137	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8138	.	Cp_V2_contig_8138	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8139	.	Cp_V2_contig_8139	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_814	.	Cp_V2_contig_814	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8140	.	Cp_V2_contig_8140	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8141	.	Cp_V2_contig_8141	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8142	.	Cp_V2_contig_8142	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8143	.	Cp_V2_contig_8143	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8144	.	Cp_V2_contig_8144	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8145	.	Cp_V2_contig_8145	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8146	.	Cp_V2_contig_8146	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8147	.	Cp_V2_contig_8147	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8148	.	Cp_V2_contig_8148	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8149	.	Cp_V2_contig_8149	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_815	.	Cp_V2_contig_815	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8150	.	Cp_V2_contig_8150	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8151	.	Cp_V2_contig_8151	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8152	.	Cp_V2_contig_8152	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8153	.	Cp_V2_contig_8153	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8154	.	Cp_V2_contig_8154	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8155	.	Cp_V2_contig_8155	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8156	.	Cp_V2_contig_8156	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8157	.	Cp_V2_contig_8157	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8158	.	Cp_V2_contig_8158	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8159	.	Cp_V2_contig_8159	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_816	.	Cp_V2_contig_816	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8160	.	Cp_V2_contig_8160	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8161	.	Cp_V2_contig_8161	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8162	.	Cp_V2_contig_8162	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8163	.	Cp_V2_contig_8163	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8164	.	Cp_V2_contig_8164	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8165	.	Cp_V2_contig_8165	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8166	.	Cp_V2_contig_8166	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8167	.	Cp_V2_contig_8167	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8168	.	Cp_V2_contig_8168	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8169	.	Cp_V2_contig_8169	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_817	.	Cp_V2_contig_817	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8170	.	Cp_V2_contig_8170	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8171	.	Cp_V2_contig_8171	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8172	.	Cp_V2_contig_8172	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8173	.	Cp_V2_contig_8173	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8174	.	Cp_V2_contig_8174	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8175	.	Cp_V2_contig_8175	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8176	.	Cp_V2_contig_8176	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8177	.	Cp_V2_contig_8177	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8178	.	Cp_V2_contig_8178	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8179	.	Cp_V2_contig_8179	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_818	.	Cp_V2_contig_818	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8180	.	Cp_V2_contig_8180	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8181	.	Cp_V2_contig_8181	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8182	.	Cp_V2_contig_8182	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8183	.	Cp_V2_contig_8183	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8184	.	Cp_V2_contig_8184	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8185	.	Cp_V2_contig_8185	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8186	.	Cp_V2_contig_8186	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8187	.	Cp_V2_contig_8187	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8188	.	Cp_V2_contig_8188	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8189	.	Cp_V2_contig_8189	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_819	.	Cp_V2_contig_819	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8190	.	Cp_V2_contig_8190	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8191	.	Cp_V2_contig_8191	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8192	.	Cp_V2_contig_8192	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8193	.	Cp_V2_contig_8193	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8194	.	Cp_V2_contig_8194	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8195	.	Cp_V2_contig_8195	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8196	.	Cp_V2_contig_8196	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8197	.	Cp_V2_contig_8197	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8198	.	Cp_V2_contig_8198	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8199	.	Cp_V2_contig_8199	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_82	.	Cp_V2_contig_82	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_820	.	Cp_V2_contig_820	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8200	.	Cp_V2_contig_8200	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8201	.	Cp_V2_contig_8201	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8202	.	Cp_V2_contig_8202	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8203	.	Cp_V2_contig_8203	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8204	.	Cp_V2_contig_8204	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8205	.	Cp_V2_contig_8205	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8206	.	Cp_V2_contig_8206	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8207	.	Cp_V2_contig_8207	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8208	.	Cp_V2_contig_8208	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8209	.	Cp_V2_contig_8209	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_821	.	Cp_V2_contig_821	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8210	.	Cp_V2_contig_8210	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8211	.	Cp_V2_contig_8211	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8212	.	Cp_V2_contig_8212	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8213	.	Cp_V2_contig_8213	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8214	.	Cp_V2_contig_8214	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8215	.	Cp_V2_contig_8215	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8216	.	Cp_V2_contig_8216	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8217	.	Cp_V2_contig_8217	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8218	.	Cp_V2_contig_8218	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8219	.	Cp_V2_contig_8219	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_822	.	Cp_V2_contig_822	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8220	.	Cp_V2_contig_8220	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8221	.	Cp_V2_contig_8221	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8222	.	Cp_V2_contig_8222	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8223	.	Cp_V2_contig_8223	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8224	.	Cp_V2_contig_8224	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8225	.	Cp_V2_contig_8225	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8226	.	Cp_V2_contig_8226	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8227	.	Cp_V2_contig_8227	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8228	.	Cp_V2_contig_8228	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8229	.	Cp_V2_contig_8229	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_823	.	Cp_V2_contig_823	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8230	.	Cp_V2_contig_8230	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8231	.	Cp_V2_contig_8231	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8232	.	Cp_V2_contig_8232	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8233	.	Cp_V2_contig_8233	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8234	.	Cp_V2_contig_8234	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8235	.	Cp_V2_contig_8235	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8236	.	Cp_V2_contig_8236	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8237	.	Cp_V2_contig_8237	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_8238	.	Cp_V2_contig_8238	+	1	1000	0.0	0.0	0.0
